name,address,latitude,longitude,hours,website,phone,nearestSpot,nearestSpotCounty
Murray’s,"Station Road, Lusk",53.525262,-6.165272,Check local listings,,,Lusk,
The Bishopstown Bar,"Bishopstown Road, Cork",51.879606,-8.517268,Check local listings,,+353 21 454 1151,Bishopstown,Cork
The Bridge Bar,"53-55, North Street, Newry",54.177233,-6.335533,Check local listings,https://bridgebarnewry.com,+442830261777,Newry,
The Phoenix,"2, Upper Water Street, Newry",54.176301,-6.336635,Check local listings,,,Newry,
Cobbles,"15, The Mall, Newry",54.17653,-6.338285,Check local listings,,,Newry,
Joe Magee’s,"Merchants Quay, Newry",54.177441,-6.339393,Check local listings,,,Newry,
Croziers,"16, Upper Water Street, Newry",54.176803,-6.336486,Check local listings,,,Newry,
Ginger Jane's,"13, Trevor Hill, Newry",54.178706,-6.334141,Check local listings,,,Newry,
Brass Monkey,"1-4, Sandys Street, Newry",54.17892,-6.334006,Check local listings,,,Newry,
Felix Larkin,"Francis Street, Newry",54.173439,-6.343078,Check local listings,,,Ballybot,
Nan Rice,"7, Francis Street, Newry",54.173579,-6.342759,Check local listings,,,Ballybot,
The Rock Bar,"491, Falls Road, Belfast",54.589203,-5.969672,Check local listings,,,Upper Falls,
The West End Bar,,54.14475,-9.743055,Check local listings,,,Bangor Erris,
The Strand Bar,,54.597248,-5.908254,Check local listings,,,Short Strand,
Blakes,,52.679268,-7.02185,Check local listings,,,Paulstown,
Urlingford Arms,"Main Street, Urlingford",52.719886,-7.583935,Check local listings,,,Urlingford,Kilkenny
Brady's of Shankill,,53.230126,-6.124612,Check local listings,,,Shankill,Dublin
Irish National Foresters,"15A, William Street, Newry",54.172217,-6.336637,Check local listings,,,Newry,
The Mill Wheel Bar,,51.729987,-8.52635,Check local listings,,,Kinsale,
The Thatch,"5, Maryborough Street, Carlow",52.837266,-6.938682,Check local listings,,+353599134108,Carlow,Carlow;Ireland
The Rendezvous,"Model Farm Road, Cork",51.888667,-8.514995,Check local listings,https://therendezvous.ie/,+353-21-2291966,Victoria Cross,
Gilroy’s,"4, Main Street, Enniscrone",54.213008,-9.093512,Check local listings,,,Inishcrone,
Fitzgeralds,"11, Sandycove Road",53.285916,-6.118613,Check local listings,https://www.fitzgeraldsofsandycove.com/,0035312804469,Sandycove,
Keogh's,,52.544531,-7.389466,Check local listings,,,Callan,
Fitzpatrick’s,"Patrick Street, Ballyragget",52.789109,-7.333019,Check local listings,,+353568833294,Ballyragget,
Mc Cormack's,"Patrick Street, Ballyragget",52.789795,-7.332944,Check local listings,,+353 56 883 3112,Ballyragget,
Batty's of Carney,,54.337035,-8.527165,Check local listings,,,Drumcliff,
Jimmy’s,"Logan Street, Thomastown",52.526047,-7.137308,Check local listings,,,Thomastown,Kilkenny
Tim’s Bar,"The Quay, Thomastown",52.526221,-7.136193,Check local listings,,,Thomastown,Kilkenny
Collera House,,54.235216,-8.530414,Check local listings,,,Ballysadare,
The Vintage Inn,"Upper Main Street, Stradbally",53.016816,-7.150338,Mo-Th 16:00-23:30; Fr-Sa 15:00-00:35; Su 12:00-22:30,,,Stradbally,Laois
P. Ramsbottom,"Main Street, Stradbally",53.016653,-7.150062,Check local listings,,+353578625123,Stradbally,Laois
Napper Tandy,"Main Street, Stradbally",53.015777,-7.1491,Check local listings,,+353860215888,Stradbally,Laois
Dunne’s,"Main Street, Stradbally",53.013048,-7.144693,Check local listings,,,Stradbally,Laois
The Mayfly Inn,,54.026519,-8.332794,Check local listings,,,Ballinafad,
The Larches,,53.583768,-9.541918,Check local listings,,,Coill an tSíáin,
Quigley's,,54.187475,-8.491428,Check local listings,,,Collooney,
The Pound,Kilkenny,52.621568,-7.36597,Check local listings,,,Kilmanagh,
Lenihan's,,52.220572,-7.391463,Check local listings,,,Newtown,Waterford
Flynn's Bar,,52.221088,-7.389992,Check local listings,,,Newtown,Waterford
The Local,"17-18, Military Road, Cork",51.9063,-8.462352,Check local listings,,,The Glen,
Ballyvera Bar,,52.182623,-7.987964,Check local listings,,,Ballysaggart,
Harney’s,Dunhill,52.172872,-7.262236,Check local listings,,+35351396180,Dunhill,
O'Mahony's Pub,,52.128948,-7.505725,Check local listings,,,Stradbally,
Engine House Bar & Cafe,,52.139257,-7.370736,"Th 12:30-23:30, Mo-We 12:30-23:30, Fr,Sa 12:30-00:30, Su 12:30-23:00",,,Bunmahon,Waterford
John Paul's,,52.007855,-7.635567,closed,,,An Sean Phobal,
Moloney,,52.398507,-7.386479,Check local listings,,,Faugheen,
Meyler’s Millhouse,Tacumshane,52.209118,-6.424507,Check local listings,https://meylersmillhouse.com/,+353539131700,Tacumshane,
Mickey Mac’s,"Wolfe Tone Square, Tobercurry",54.053552,-8.729947,Check local listings,,,Tobercurry,
Foley’s,"Wolfe Tone Square, Tobercurry",54.053752,-8.729549,Check local listings,,,Tobercurry,
The May Queen,"Wolfe Tone Square, Tobercurry",54.054012,-8.730053,Check local listings,,,Tobercurry,
T. Brennan’s,"Teeling Street, Tobercurry",54.053695,-8.730667,Check local listings,,,Tobercurry,
The Glen Bar,,52.354015,-7.026302,Check local listings,,,Glenmore,Kilkenny
Anthony's Inn,,52.350024,-7.324618,Check local listings,,,Piltown,
Tighes,,54.089927,-8.517399,Check local listings,,,Ballymote,
Callaghans,,54.196519,-8.451054,Check local listings,,,Ballygawley,
The Railway Bar,"79-81, Monaghan Street, Newry",54.177699,-6.346107,Check local listings,,,Ballybot,
McGuigan’s,"Monaghan Street, Newry",54.177398,-6.345859,Check local listings,,,Ballybot,
O'Connors,,54.209786,-8.508684,Check local listings,,,Ballysadare,
Peacock Lane,,54.210696,-8.507522,Check local listings,,,Ballysadare,
Horatio Todd's Bar & Restaurant,,54.595253,-5.86524,Check local listings,,,Ballyhackamore,
The City Arms,"50, High Street, Waterford",52.260911,-7.110045,Check local listings,,+353-51-872220,Waterford,
Slaney House,,52.801578,-6.738406,Check local listings,,,Tullow,
Merry’s,"Parnell Street, Dungarvan",52.088809,-7.61742,Check local listings,https://merrysgastropub.ie,+3535824488,Dungarvan,Waterford
The Village Inn,,52.314944,-8.470128,Check local listings,,,Ballyorgan,Limerick
The Moorings Bar and Restaurant,"Davitts Quay, Dungarvan",52.089582,-7.617099,Check local listings,https://themoorings.ie/,+3535841461,Dungarvan,Waterford
The Blue Lagoon,"Crozon Parade, Sligo",54.27089,-8.461875,Check local listings,,,Cranmore,
Jordan's,"123, Parade Quay, Waterford",52.260826,-7.106493,Check local listings,,,Waterford,
Katty Barry's,"2, Mall Lane, Waterford",52.259607,-7.10581,Check local listings,,,Waterford,
The Reg,"2, The Mall, Waterford",52.260384,-7.10554,Check local listings,https://www.thereg.ie/,+353-51-583-000,Waterford,
Cove Bar,"High Street, Stradbally",52.131313,-7.461583,Check local listings,,,Stradbally,
Whelan’s Bar,"High Street, Stradbally",52.131296,-7.462103,Check local listings,,,Stradbally,
T & H Doolan,"32, Great George's Street, Waterford",52.261647,-7.112914,Check local listings,,,Waterford,
D'Anglers Bar,,51.903034,-8.479906,Check local listings,,,Shandon,
Gormleys,"Grattan Street, Ballymote",54.088371,-8.515265,Check local listings,,,Ballymote,
Doddy's Bar,"Grattan Street, Ballymote",54.087599,-8.515455,Check local listings,,,Ballymote,
Kieltys Rock Bar,"Grattan Street, Ballymote",54.088352,-8.515927,Check local listings,,,Ballymote,
Coleman's Bar,Belgooly,51.736071,-8.483564,Check local listings,,+353 21 477 0723,Belgooly,Cork
McDermotts,,54.079284,-8.376534,Check local listings,,,Castlebaldwin,
The Tap Room,"56, Ballybricken, Waterford",52.259764,-7.115552,Check local listings,,+35351875177,Waterford,
Henry Downes,"10, Thomas Street, Waterford",52.262393,-7.117447,Check local listings,,+35351874118,Waterford,
The Exchange,"1, Ballybricken, Waterford",52.260288,-7.116283,Check local listings,,,Waterford,
Alfie’s Bar,"10, Ballybricken, Waterford",52.260354,-7.117175,Mo-Tu 12:00-23:30; Fr-Sa 12:00-00:30; Su 12:00-23:00,,+353-51-856-264,Waterford,
The Cove Bar,"Dunmore Road, Waterford",52.247737,-7.084558,Check local listings,,,Waterford,
Igo Inn,"Military Road, Ballybrack",53.252607,-6.123284,Mo-Th 10:30-23:30; Fr 10:30-00:30; Sa 10:30-24:00; Su 10:30-23:00,https://www.igoinn.ie/,+353 1 282 4615,Ballybrack,
Whisky Mac's,"Shore Street, Campbeltown",55.42425,-5.604553,Check local listings,,,Campbeltown,
The Mansion House,"39, Ballytruckle Road, Waterford",52.254271,-7.109531,Check local listings,,+35351580715,Waterford,
Ramsbottom’s,Timahoe,52.960407,-7.201312,Check local listings,,,Timahoe,Laois
The Tower Inn,Timahoe,52.960936,-7.201201,Check local listings,,,Timahoe,Laois
The Feathers Inn;,"Cross Street, Campbeltown",55.424113,-5.606391,Check local listings,,,Campbeltown,
The Commercial Inn,"Cross Street, Campbeltown",55.424179,-5.606558,Check local listings,,,Campbeltown,
Maureen’s,"14, John Redmond Street, Cork",51.901977,-8.474129,Check local listings,https://www.maureenscork.com/,,Shandon,
The Grattan,"3, Bridge Street, Waterford",52.263928,-7.119186,Check local listings,,,Waterford,
The Gerald Griffin Bar,"1, Gerald Griffin Street, Blackpool, Cork",51.90781,-8.475483,Check local listings,,,Blackpool,
Dalton's on the Hill,,52.86531,-6.560569,Check local listings,https://daltonsonthehill.com/,,Hacketstown,
Cissie Young’s,"80, Bandon Road, Cork",51.891063,-8.487986,Check local listings,,+353214962773,The Lough,
Annie Mac’s,"Glasheen Road, Cork",51.890668,-8.48815,Check local listings,,,The Lough,
Tully’s Bar,"148-149, Tullow Street, Carlow",52.836585,-6.931493,Check local listings,https://tullysbarcarlow.ie,+353599131862,Carlow,Carlow;Ireland
Scraggs Alley,"12-13, Tullow Street, Carlow",52.836296,-6.930868,Check local listings,,+353599142233,Carlow,Carlow;Ireland
The Tullow Gate,"7, Tullow Street, Carlow",52.836372,-6.931431,Check local listings,https://www.jdwetherspoon.com/pubs/all-pubs/republic-of-ireland/county-carlow/the-tullow-gate-carlow,,Carlow,Carlow;Ireland
E.J. Morrissey,"56, Dublin Street, Carlow",52.837022,-6.932019,Check local listings,,+353599143156,Carlow,Carlow;Ireland
The Kinloch Bar,"Saddell Street, Campbeltown",55.428787,-5.606679,Check local listings,,,Dalintober,
The Fiddler's Inn,"Lochend Street, Campbeltown",55.427019,-5.608128,Check local listings,,,Campbeltown,
Kilbrannan Bar,"90, Longrow, Campbeltown",55.4262,-5.607687,Check local listings,,,Campbeltown,
High Nellies Pub Milltown,,52.673847,-6.841327,Check local listings,,,Fennagh,Carlow
The Burnside Bar,"Burnside Street, Campbeltown",55.424577,-5.606526,Check local listings,,,Campbeltown,
Racey Byrne’s,"79-81, Tullow Street, Carlow",52.836258,-6.925823,Check local listings,,+353599131790,Carlow,Carlow;Ireland
Teach Bar,"74-75, Tullow Street, Carlow",52.836275,-6.92525,Check local listings,,+353599130911,Carlow,Carlow;Ireland
Corcoran’s,"24, Castle Hill, Carlow",52.836707,-6.936754,Check local listings,,+353599141200,Carlow,Carlow;Ireland
Reddy’s Bar & Restaurant,"67, Tullow Street, Carlow",52.835948,-6.925532,Check local listings,,+353599142224,Carlow,Carlow;Ireland
Salt Bar,"70, Tullow Street, Carlow",52.835859,-6.925089,Check local listings,,+353599133456,Carlow,Carlow;Ireland
Capenter’s,"10, Barrack Street, Carlow",52.835129,-6.925847,Check local listings,,+353599143049,Carlow,Carlow;Ireland
Nancy Whiskey's,"Hay Market, Carlow",52.837213,-6.93316,Check local listings,,+353599135588,Carlow,Carlow;Ireland
J. O'Sullivan,,51.916006,-8.491484,Check local listings,,,Fair Hill,
O'Neills,,54.269845,-8.481163,Check local listings,,,Sligo,
Flannery's,,51.88546,-8.49979,Check local listings,,,Glasheen,
The Huntsman Bar,Belgooly,51.736403,-8.483612,Check local listings,,+353 21 477 0666,Belgooly,Cork
Doolan’s Cow Bar,"12-13, Old Youghal Rd, Cork",51.913794,-8.431835,Check local listings,,,Mayfield,
Railway Bar,"Station Road, Bundoran",54.478752,-8.278203,Check local listings,,,Bundoran,
George's Bar,"Main Street, Bundoran",54.478803,-8.277861,Check local listings,,,Bundoran,
The Jeggy Nettle,"12, Stranmillis Road, Belfast",54.581054,-5.935331,Check local listings,https://thejeggynettle.com,+442890687222,Lower Malone,
The Venue Bar,"1-5, Cork",51.895277,-8.434074,Check local listings,,,Ballintemple,Cork
The Cotton Ball,"18, Old Youghal Rd, Cork",51.913381,-8.433114,Check local listings,https://www.cottonball.ie,+353214503096,Mayfield,
The Durrow Inn,"Mary Street, Durrow",52.845411,-7.394871,Check local listings,,,Durrow,
Bennigan's,"13, John Street, Derry",54.992898,-7.318688,Check local listings,,,The Fountain,
Idle Hour,"1, Albert Quay, Cork",51.898275,-8.461235,Check local listings,,,Docklands,
The Old Stand,,52.574223,-9.100643,Check local listings,,,Shanagolden,
Bardini's Bar,,52.574012,-9.10093,Check local listings,,,Shanagolden,
Slatt’s,"126A, Tyrconnell Park, Inchicore",53.337794,-6.328877,Check local listings,,,New Kilmainham Township 1868-1900,
Murphy’s,"Thomas Street, Drogheda",53.718936,-6.34138,Check local listings,,,Drogheda,
The Travellers Rest,,54.030514,-8.413206,Check local listings,,,Kesh,
Lofty’s,"Castlebar Road, Westport",53.800511,-9.52049,Check local listings,,,Westport,
Fealty’s,"35, High Street, Bangor",54.663644,-5.66568,Check local listings,,,Bangor,Down
Jenny Watts,"41, High Street, Bangor",54.663622,-5.665439,Check local listings,https://www.jennywattsbangor.com/,,Bangor,Down
The Irish Whip,"Main Street, Ballydehob",51.562396,-9.46275,Check local listings,,,Ballydehob,Cork
Mickey Martin's,,52.662834,-8.626963,Check local listings,,,Limerick,
Bull McCabe's,,52.801312,-6.739172,Check local listings,,,Tullow,
The Horseshoe Inn,"Market Square, Abbeyleix",52.91406,-7.349325,Check local listings,,+353833922312,Abbeyleix,Laois
Mooney’s,"Market Square, Abbeyleix",52.91452,-7.349089,Check local listings,,,Abbeyleix,Laois
The Leix Bar,"Market Square, Abbeyleix",52.914299,-7.348292,Check local listings,,+353578731274,Abbeyleix,Laois
Hop House,"44, High Street, Bangor",54.663365,-5.665109,Check local listings,,,Bangor,Down
Abbey House,"Climber Hall, Kells",53.727481,-6.88354,Check local listings,,,Kells,Meath
Top Shop,"Main Street, Lusk",53.526996,-6.166099,Check local listings,,,Lusk,
Foynes Inn,,52.61122,-9.106195,Check local listings,,,Foynes,Limerick
H. McElvaney,Monaghan,54.189449,-6.989892,Check local listings,,,Corcaghan,
The Village Inn,,53.041191,-8.088213,Check local listings,,,Ballingarry,Tipperary
The Black Bull,Birr,53.034007,-7.901106,Check local listings,,,Coolderry,Offaly
The Olde Shanbally,,52.311192,-8.079265,Check local listings,,,Burncourt,Tipperary
Corcoran's,,52.672669,-7.711227,Check local listings,,,Twomileborris,
M.J. Bowe,"Friar Street, Thurles",52.677777,-7.819056,Check local listings,,,Thurles,Tipperary
Skehan's Bar,,52.638344,-7.866412,Check local listings,,,Holycross,
The Brinny Inn,,51.78989,-8.709482,Check local listings,,(021)4775132,Ballinacurra,
The Mill House,,52.981412,-7.844456,Check local listings,,,Brosna,
The Schooner,"25, Boat Street, Newry",54.170592,-6.334889,Check local listings,,,Newry,
The Swallow Inn,,52.995635,-8.127192,Check local listings,,,Borrisokane,Tipperary
McKennas,,52.995751,-8.126934,Check local listings,,,Borrisokane,Tipperary
Molly Báns,,52.997264,-8.126955,Check local listings,,,Borrisokane,Tipperary
The Green Bar,"Fairgreen, Borrisokane",52.993102,-8.128427,Check local listings,https://www.thegreen1918.ie/,+3536727500,Borrisokane,Tipperary
Ferry Bar,,53.089472,-8.188646,Check local listings,,,Portumna,Galway
Ferry Inn,,53.090272,-8.186819,Check local listings,,,Portumna,Galway
The Rambler,,52.47389,-8.161013,Check local listings,,,Tipperary,Tipperary
Noel Ryan,"Main Street, Tipperary",52.474118,-8.159325,Check local listings,,,Tipperary,Tipperary
O’Brien’s,"Bridge Street, Tipperary",52.472999,-8.161793,Check local listings,,,Tipperary,Tipperary
Nellie O’Brien’s,"Main Street, Tipperary",52.473628,-8.161216,Check local listings,,,Tipperary,Tipperary
Kickham Place,"Main Street, Tipperary",52.473787,-8.159816,Check local listings,,,Tipperary,Tipperary
The Porter House,"Main Street, Tipperary",52.474011,-8.157058,Check local listings,,,Tipperary,Tipperary
Lonergan's,"35, O'Connell Street, Clonmel",52.352241,-7.70496,Check local listings,,,Clonmel,
The Village Inn,"Clare Street, Limerick",52.665392,-8.609699,Check local listings,,,Limerick,
Phil Redmond,,52.519528,-6.386757,Check local listings,,,Oulart,Wexford
The Venue,"35, Upper Gladstone Street, Clonmel",52.355535,-7.702742,Check local listings,,,Clonmel,
Moynihan's,"4, Upper Gladstone Street, Clonmel",52.355474,-7.703089,Check local listings,,,Clonmel,
Gerry Chawke,"1, William Street, Clonmel",52.355341,-7.702888,Check local listings,,,Clonmel,
The Derg Inn,,53.054694,-8.203896,Check local listings,,,Terryglass,
MJ Henrys,,53.984546,-8.158698,Check local listings,,,Cootehall,
Kiely's Cross Bar,,52.011404,-7.70242,Check local listings,,,An Sean Phobal,
Tara Vale,,52.686383,-6.217098,Check local listings,,,Ballymoney,
Donnellans,,53.989698,-8.064929,Check local listings,,,Leitrim,
Hughies,"Main Street, Killybegs",54.636527,-8.444256,Check local listings,,,Killybegs,Donegal
Shenanigans,,52.358109,-7.697717,Check local listings,,,Kickham Barracks Strategic Development Zone,
Bartley's Bar,,53.635875,-7.164596,Check local listings,,,Drumcree,
Bawn Inn,,53.607507,-6.953783,Check local listings,,,Athboy,
The Covert,,53.596784,-7.381161,Check local listings,,,Multyfarnham,
The Coolgreany Inn,,52.764443,-6.237046,Check local listings,,,Coolgreany,
Ewing’s,"Centaur Street, Carlow",52.837759,-6.932625,Check local listings,https://ewingscarlow.com,+353599131138,Carlow,Carlow;Ireland
The Waxies Dargle,,53.621338,-6.921581,Check local listings,,,Athboy,
O'Neils,,53.621043,-6.921343,Check local listings,,,Athboy,
Mulvaney's,,53.663979,-7.016508,Check local listings,,,Clonmellon,
The Corner House,,53.663974,-7.019415,Check local listings,,,Clonmellon,
The Windmill Bar,,54.176723,-6.328982,Check local listings,,,Newry,
The Cavern,"Church Street, Newry",54.176708,-6.329794,Check local listings,,,Newry,
The Auld Shebeen,"1, William Street Upper",52.990776,-6.990785,Check local listings,,,Athy,
